Id,Name,Type,Description,Created on,Updated on,Owner,License,Includes wiki,Forks count,Issues count,Stars count,Watchers count,Repo URL,Commits URL,Languages URL,Languages
34395232,haha,Organization,DEPRECATED Java library to automate the analysis of Android heap dumps.,2015-04-22T14:29:19Z,2021-03-08T09:12:00Z,square,Apache License 2.0,False,162,0,1332,1332,https://api.github.com/repos/square/haha,https://api.github.com/repos/square/haha/commits,https://api.github.com/repos/square/haha/languages,
45428426,homebrew-bottles,Organization,File hosting for homebrew-self,2015-11-02T23:17:25Z,2019-07-03T20:48:45Z,square,Other,True,3,0,2,2,https://api.github.com/repos/square/homebrew-bottles,https://api.github.com/repos/square/homebrew-bottles/commits,https://api.github.com/repos/square/homebrew-bottles/languages,
45428554,homebrew-self,Organization,Square homebrew formula,2015-11-02T23:21:03Z,2019-07-03T20:48:45Z,square,Apache License 2.0,True,4,0,2,2,https://api.github.com/repos/square/homebrew-self,https://api.github.com/repos/square/homebrew-self/commits,https://api.github.com/repos/square/homebrew-self/languages,
1492949,hoptoad-ios,Organization,A Hoptoad Notifier for iOS,2011-03-17T18:52:11Z,2020-07-27T00:18:05Z,square,,False,6,0,7,7,https://api.github.com/repos/square/hoptoad-ios,https://api.github.com/repos/square/hoptoad-ios/commits,https://api.github.com/repos/square/hoptoad-ios/languages,
161254944,in-app-payments-android-quickstart,Organization,In-App Payments Quick Start Sample Android App,2018-12-11T00:35:37Z,2021-03-06T16:44:07Z,square,Apache License 2.0,True,29,3,30,30,https://api.github.com/repos/square/in-app-payments-android-quickstart,https://api.github.com/repos/square/in-app-payments-android-quickstart/commits,https://api.github.com/repos/square/in-app-payments-android-quickstart/languages,
158431980,in-app-payments-flutter-plugin,Organization,Flutter Plugin for Square In-App Payments SDK,2018-11-20T18:09:50Z,2021-03-05T06:38:58Z,square,Apache License 2.0,False,92,12,256,256,https://api.github.com/repos/square/in-app-payments-flutter-plugin,https://api.github.com/repos/square/in-app-payments-flutter-plugin/commits,https://api.github.com/repos/square/in-app-payments-flutter-plugin/languages,
160861047,in-app-payments-ios,Organization,Public repository that hosts the Square In-App Payments SDK iOS binaries,2018-12-07T18:28:10Z,2021-01-29T23:46:07Z,square,,True,6,5,8,8,https://api.github.com/repos/square/in-app-payments-ios,https://api.github.com/repos/square/in-app-payments-ios/commits,https://api.github.com/repos/square/in-app-payments-ios/languages,
161253133,in-app-payments-ios-quickstart,Organization,In-App Payments Quick Start Sample iOS App,2018-12-11T00:10:31Z,2021-03-02T16:21:20Z,square,Apache License 2.0,True,8,2,23,23,https://api.github.com/repos/square/in-app-payments-ios-quickstart,https://api.github.com/repos/square/in-app-payments-ios-quickstart/commits,https://api.github.com/repos/square/in-app-payments-ios-quickstart/languages,
169495419,in-app-payments-react-native-plugin,Organization,,2019-02-06T23:56:34Z,2021-02-11T14:32:56Z,square,Apache License 2.0,False,27,19,69,69,https://api.github.com/repos/square/in-app-payments-react-native-plugin,https://api.github.com/repos/square/in-app-payments-react-native-plugin/commits,https://api.github.com/repos/square/in-app-payments-react-native-plugin/languages,
161548388,in-app-payments-server-quickstart,Organization,In-App Payments Server Example,2018-12-12T21:38:27Z,2021-02-09T00:47:24Z,square,,True,23,0,25,25,https://api.github.com/repos/square/in-app-payments-server-quickstart,https://api.github.com/repos/square/in-app-payments-server-quickstart/commits,https://api.github.com/repos/square/in-app-payments-server-quickstart/languages,
35698729,inspect,Organization,"inspect is a collection of metrics gathering, analysis utilities for various subsystems of linux, mysql and postgres.",2015-05-15T21:57:57Z,2021-02-20T15:15:32Z,square,Apache License 2.0,False,38,6,240,240,https://api.github.com/repos/square/inspect,https://api.github.com/repos/square/inspect/commits,https://api.github.com/repos/square/inspect/languages,
24900746,intro-to-d3,Organization,a D3.js tutorial,2014-10-07T16:53:43Z,2021-02-22T12:19:27Z,square,Other,False,167,9,597,597,https://api.github.com/repos/square/intro-to-d3,https://api.github.com/repos/square/intro-to-d3/commits,https://api.github.com/repos/square/intro-to-d3/languages,
9380996,java-code-styles,Organization,IntelliJ IDEA code style settings for Square's Java and Android projects.,2013-04-11T21:44:31Z,2021-03-05T21:51:32Z,square,,False,753,12,2835,2835,https://api.github.com/repos/square/java-code-styles,https://api.github.com/repos/square/java-code-styles/commits,https://api.github.com/repos/square/java-code-styles/languages,
134881676,java-vitess-launcher,Organization,Launch Vitess from Java,2018-05-25T16:40:57Z,2019-07-03T20:51:07Z,square,Apache License 2.0,True,1,0,1,1,https://api.github.com/repos/square/java-vitess-launcher,https://api.github.com/repos/square/java-vitess-launcher/commits,https://api.github.com/repos/square/java-vitess-launcher/languages,
7961991,javapoet,Organization,A Java API for generating .java source files.,2013-02-01T16:56:30Z,2021-03-08T07:39:51Z,square,Apache License 2.0,False,1126,98,8733,8733,https://api.github.com/repos/square/javapoet,https://api.github.com/repos/square/javapoet/commits,https://api.github.com/repos/square/javapoet/languages,
3220643,jetpack,Organization,jet.pack: package your JRuby rack app for Jetty.,2012-01-19T20:03:36Z,2020-05-04T05:00:07Z,square,Other,True,31,6,251,251,https://api.github.com/repos/square/jetpack,https://api.github.com/repos/square/jetpack/commits,https://api.github.com/repos/square/jetpack/languages,
4021653,JIRAFoundation,Organization,,2012-04-14T00:54:22Z,2019-07-03T20:47:13Z,square,,True,7,0,41,41,https://api.github.com/repos/square/JIRAFoundation,https://api.github.com/repos/square/JIRAFoundation/commits,https://api.github.com/repos/square/JIRAFoundation/languages,
8892026,jirafy,Organization,Chrome extension that linkifies JIRA ticket numbers on select pages.,2013-03-19T23:37:58Z,2020-11-20T01:59:02Z,square,Apache License 2.0,False,26,10,96,96,https://api.github.com/repos/square/jirafy,https://api.github.com/repos/square/jirafy/commits,https://api.github.com/repos/square/jirafy/languages,
16660401,jna-gmp,Organization,A Java JNA wrapper around the GNU Multiple Precision Arithmetic Library.,2014-02-09T05:08:58Z,2021-02-24T07:46:02Z,square,Apache License 2.0,False,19,5,57,57,https://api.github.com/repos/square/jna-gmp,https://api.github.com/repos/square/jna-gmp/commits,https://api.github.com/repos/square/jna-gmp/languages,
29940346,js-jose,Organization,JavaScript library to encrypt/decrypt data in JSON Web Encryption (JWE) format and to sign/verify data in JSON Web Signature (JWS) format. Leverages Browser's native WebCrypto API.,2015-01-27T23:26:10Z,2021-03-02T17:48:32Z,square,Apache License 2.0,False,92,26,385,385,https://api.github.com/repos/square/js-jose,https://api.github.com/repos/square/js-jose/commits,https://api.github.com/repos/square/js-jose/languages,
1907635,JSONKit,Organization,Objective-C JSON,2011-06-16T20:04:22Z,2019-11-22T23:28:23Z,square,,True,5,0,16,16,https://api.github.com/repos/square/JSONKit,https://api.github.com/repos/square/JSONKit/commits,https://api.github.com/repos/square/JSONKit/languages,
95499850,kazoo-client,Organization,Client library Ruby gem for use with the 2600Hz Kazoo phone system,2017-06-27T00:03:36Z,2019-07-03T20:50:08Z,square,Apache License 2.0,True,6,0,2,2,https://api.github.com/repos/square/kazoo-client,https://api.github.com/repos/square/kazoo-client/commits,https://api.github.com/repos/square/kazoo-client/languages,
73494172,keysync,Organization,Keysync periodically downloads secrets from Keywhiz,2016-11-11T16:39:10Z,2021-03-05T12:37:20Z,square,Apache License 2.0,True,13,10,42,42,https://api.github.com/repos/square/keysync,https://api.github.com/repos/square/keysync/commits,https://api.github.com/repos/square/keysync/languages,
32866430,keywhiz,Organization,A system for distributing and managing secrets,2015-03-25T13:31:39Z,2021-03-07T16:36:35Z,square,Apache License 2.0,True,195,46,2366,2366,https://api.github.com/repos/square/keywhiz,https://api.github.com/repos/square/keywhiz/commits,https://api.github.com/repos/square/keywhiz/languages,
32866443,keywhiz-fs,Organization,A DEPRECATED file-system client for Keywhiz,2015-03-25T13:31:56Z,2020-08-20T05:53:38Z,square,Apache License 2.0,False,23,0,112,112,https://api.github.com/repos/square/keywhiz-fs,https://api.github.com/repos/square/keywhiz-fs/commits,https://api.github.com/repos/square/keywhiz-fs/languages,
12229521,kochiku,Organization,Shard your builds for fun and profit,2013-08-19T22:53:02Z,2021-03-08T11:40:42Z,square,Apache License 2.0,True,52,9,607,607,https://api.github.com/repos/square/kochiku,https://api.github.com/repos/square/kochiku/commits,https://api.github.com/repos/square/kochiku/languages,
12283746,kochiku-worker,Organization,Build worker component of Kochiku,2013-08-21T23:24:22Z,2021-03-08T11:38:09Z,square,Apache License 2.0,True,16,2,69,69,https://api.github.com/repos/square/kochiku-worker,https://api.github.com/repos/square/kochiku-worker/commits,https://api.github.com/repos/square/kochiku-worker/languages,
83513404,kotlinpoet,Organization,A Kotlin API for generating .kt source files.,2017-03-01T04:59:42Z,2021-03-07T16:35:25Z,square,Apache License 2.0,False,183,38,2647,2647,https://api.github.com/repos/square/kotlinpoet,https://api.github.com/repos/square/kotlinpoet/commits,https://api.github.com/repos/square/kotlinpoet/languages,
302130607,lambda-secrets-prefetch,Organization,,2020-10-07T18:47:52Z,2021-02-22T03:05:12Z,square,Apache License 2.0,True,2,0,49,49,https://api.github.com/repos/square/lambda-secrets-prefetch,https://api.github.com/repos/square/lambda-secrets-prefetch/commits,https://api.github.com/repos/square/lambda-secrets-prefetch/languages,
34824499,leakcanary,Organization,A memory leak detection library for Android.,2015-04-29T23:54:16Z,2021-03-08T13:18:30Z,square,Apache License 2.0,False,3739,66,25848,25848,https://api.github.com/repos/square/leakcanary,https://api.github.com/repos/square/leakcanary/commits,https://api.github.com/repos/square/leakcanary/languages,
12114737,lgtm,Organization,Simple object validation for JavaScript.,2013-08-14T17:16:51Z,2021-01-30T21:48:57Z,square,Other,True,35,2,366,366,https://api.github.com/repos/square/lgtm,https://api.github.com/repos/square/lgtm/commits,https://api.github.com/repos/square/lgtm/languages,
12280995,libcrange,Organization,The libcrange cluster metadata library.,2013-08-21T20:47:25Z,2020-12-17T02:09:31Z,square,"BSD 3-Clause ""New"" or ""Revised"" License",True,14,0,26,26,https://api.github.com/repos/square/libcrange,https://api.github.com/repos/square/libcrange/commits,https://api.github.com/repos/square/libcrange/languages,
23033467,lifecycle.js,Organization,Lifecycles for managing your application start and stop.,2014-08-17T04:52:01Z,2019-07-03T20:48:00Z,square,Other,True,4,0,15,15,https://api.github.com/repos/square/lifecycle.js,https://api.github.com/repos/square/lifecycle.js/commits,https://api.github.com/repos/square/lifecycle.js/languages,
2752699,luhnybin,Organization,,2011-11-11T00:04:11Z,2020-12-04T13:29:31Z,square,Apache License 2.0,True,178,3,230,230,https://api.github.com/repos/square/luhnybin,https://api.github.com/repos/square/luhnybin/commits,https://api.github.com/repos/square/luhnybin/languages,
132650963,luks2crypt,Organization,Manage linux luks client devices and escrow recovery keys to crypt-server,2018-05-08T18:47:09Z,2021-02-22T00:07:32Z,square,GNU General Public License v3.0,False,9,3,27,27,https://api.github.com/repos/square/luks2crypt,https://api.github.com/repos/square/luks2crypt/commits,https://api.github.com/repos/square/luks2crypt/languages,
113254049,mail_delivery_task,Organization,Async email delivery,2017-12-06T01:41:09Z,2019-07-03T20:50:36Z,square,Other,True,1,0,1,1,https://api.github.com/repos/square/mail_delivery_task,https://api.github.com/repos/square/mail_delivery_task/commits,https://api.github.com/repos/square/mail_delivery_task/languages,
331979702,maker,Organization,Maker Design System by Square,2021-01-22T15:05:59Z,2021-03-03T16:34:40Z,square,Other,False,0,4,10,10,https://api.github.com/repos/square/maker,https://api.github.com/repos/square/maker/commits,https://api.github.com/repos/square/maker/languages,
333099713,maker-icons,Organization,,2021-01-26T13:51:12Z,2021-01-29T07:16:05Z,square,Other,True,0,0,1,1,https://api.github.com/repos/square/maker-icons,https://api.github.com/repos/square/maker-icons/commits,https://api.github.com/repos/square/maker-icons/languages,
250649454,maven-archeologist,Organization,A simple API for programmatically handling maven artifacts and metadata,2020-03-27T21:16:38Z,2020-12-23T14:09:33Z,square,Apache License 2.0,True,4,2,32,32,https://api.github.com/repos/square/maven-archeologist,https://api.github.com/repos/square/maven-archeologist/commits,https://api.github.com/repos/square/maven-archeologist/languages,
10750276,maximum-awesome,Organization,Config files for vim and tmux.,2013-06-18T00:14:21Z,2021-03-06T06:05:34Z,square,Other,True,990,36,5510,5510,https://api.github.com/repos/square/maximum-awesome,https://api.github.com/repos/square/maximum-awesome/commits,https://api.github.com/repos/square/maximum-awesome/languages,
34279409,metrics,Organization,Metrics Query Engine,2015-04-20T18:43:35Z,2021-02-22T16:05:37Z,square,Apache License 2.0,True,26,9,168,168,https://api.github.com/repos/square/metrics,https://api.github.com/repos/square/metrics/commits,https://api.github.com/repos/square/metrics/languages,
9864669,mimecraft,Organization,Utility for creating RFC-compliant multipart and form-encoded HTTP request bodies.,2013-05-05T05:48:46Z,2020-12-25T19:34:59Z,square,Apache License 2.0,False,35,2,198,198,https://api.github.com/repos/square/mimecraft,https://api.github.com/repos/square/mimecraft/commits,https://api.github.com/repos/square/mimecraft/languages,
174596052,MimicAndRephrase,Organization,The code for the Mimic and Rephrase paper,2019-03-08T19:23:24Z,2020-08-13T03:04:47Z,square,MIT License,True,5,0,13,13,https://api.github.com/repos/square/MimicAndRephrase,https://api.github.com/repos/square/MimicAndRephrase/commits,https://api.github.com/repos/square/MimicAndRephrase/languages,
120944960,mongo-lock,Organization,Distributed locking with MongoDB.,2018-02-09T19:10:56Z,2021-02-07T17:45:30Z,square,Apache License 2.0,True,9,1,32,32,https://api.github.com/repos/square/mongo-lock,https://api.github.com/repos/square/mongo-lock/commits,https://api.github.com/repos/square/mongo-lock/languages,
14247776,mortar,Organization,"A simple library that makes it easy to pair thin views with dedicated controllers, isolated from most of the vagaries of the Activity life cycle.",2013-11-09T00:01:50Z,2021-02-24T10:49:35Z,square,Apache License 2.0,True,172,33,2190,2190,https://api.github.com/repos/square/mortar,https://api.github.com/repos/square/mortar/commits,https://api.github.com/repos/square/mortar/languages,
22789601,moshi,Organization,A modern JSON library for Kotlin and Java.,2014-08-09T15:58:42Z,2021-03-08T12:16:45Z,square,Apache License 2.0,False,584,80,7108,7108,https://api.github.com/repos/square/moshi,https://api.github.com/repos/square/moshi/commits,https://api.github.com/repos/square/moshi/languages,
34085419,mssh,Organization,,2015-04-16T23:11:03Z,2021-02-19T13:40:17Z,square,Other,True,6,4,43,43,https://api.github.com/repos/square/mssh,https://api.github.com/repos/square/mssh/commits,https://api.github.com/repos/square/mssh/languages,
40271640,mysql-parser,Organization,A ddl parser for mysql,2015-08-05T22:21:54Z,2020-04-17T13:15:43Z,square,Apache License 2.0,True,9,1,19,19,https://api.github.com/repos/square/mysql-parser,https://api.github.com/repos/square/mysql-parser/commits,https://api.github.com/repos/square/mysql-parser/languages,
36026368,notify,Organization,Simple notification service and libraries,2015-05-21T17:10:34Z,2020-05-01T14:38:48Z,square,,True,1,0,5,5,https://api.github.com/repos/square/notify,https://api.github.com/repos/square/notify/commits,https://api.github.com/repos/square/notify/languages,
4514890,objc-borderpatrol,Organization,A simple point-in-polygon implementation on top of Core Location.,2012-06-01T01:20:19Z,2019-08-07T06:13:28Z,square,Other,True,10,0,77,77,https://api.github.com/repos/square/objc-borderpatrol,https://api.github.com/repos/square/objc-borderpatrol/commits,https://api.github.com/repos/square/objc-borderpatrol/languages,
5152285,okhttp,Organization,"Squareâ€™s meticulous HTTP client for the JVM, Android, and GraalVM.",2012-07-23T13:42:55Z,2021-03-08T12:51:18Z,square,Apache License 2.0,False,8427,103,39542,39542,https://api.github.com/repos/square/okhttp,https://api.github.com/repos/square/okhttp/commits,https://api.github.com/repos/square/okhttp/languages,
17812502,okio,Organization,"A modern I/O library for Android, Kotlin, and Java.",2014-03-17T00:02:59Z,2021-03-08T10:53:58Z,square,Apache License 2.0,False,1055,64,7454,7454,https://api.github.com/repos/square/okio,https://api.github.com/repos/square/okio/commits,https://api.github.com/repos/square/okio/languages,
231439130,orbit,Organization,Square eCommerce's (formerly Weebly) Vue.js UI component library,2020-01-02T18:39:35Z,2021-01-20T15:49:20Z,square,Other,True,3,5,46,46,https://api.github.com/repos/square/orbit,https://api.github.com/repos/square/orbit/commits,https://api.github.com/repos/square/orbit/languages,
231439285,orbit-icons,Organization,,2020-01-02T18:40:34Z,2020-11-13T22:34:45Z,square,Other,True,0,4,1,1,https://api.github.com/repos/square/orbit-icons,https://api.github.com/repos/square/orbit-icons/commits,https://api.github.com/repos/square/orbit-icons/languages,
44886336,osstrich,Organization,Open Source Software Task Robot Indestructible Computer Hero,2015-10-24T21:49:56Z,2020-12-18T16:24:43Z,square,Apache License 2.0,False,9,1,83,83,https://api.github.com/repos/square/osstrich,https://api.github.com/repos/square/osstrich/commits,https://api.github.com/repos/square/osstrich/languages,
4812336,otto,Organization,An enhanced Guava-based event bus with emphasis on Android support.,2012-06-27T19:06:49Z,2021-03-05T06:58:03Z,square,Apache License 2.0,False,924,18,5214,5214,https://api.github.com/repos/square/otto,https://api.github.com/repos/square/otto/commits,https://api.github.com/repos/square/otto/languages,
9984954,otto-intellij-plugin,Organization,An IntelliJ IDEA plugin to navigate between events posted by Otto.,2013-05-10T16:04:51Z,2020-12-16T05:29:11Z,square,Apache License 2.0,False,46,9,458,458,https://api.github.com/repos/square/otto-intellij-plugin,https://api.github.com/repos/square/otto-intellij-plugin/commits,https://api.github.com/repos/square/otto-intellij-plugin/languages,
25320424,p2,Organization,Platypus Platform: Tools for Scalable Deployment,2014-10-16T20:31:12Z,2020-08-08T11:41:20Z,square,Other,True,51,10,192,192,https://api.github.com/repos/square/p2,https://api.github.com/repos/square/p2/commits,https://api.github.com/repos/square/p2/languages,
22907524,pagerduty-incidents,Organization,Java utility for programmatically triggering and resolving PagerDuty incidents.,2014-08-13T07:57:20Z,2021-02-23T07:38:25Z,square,Apache License 2.0,False,28,10,70,70,https://api.github.com/repos/square/pagerduty-incidents,https://api.github.com/repos/square/pagerduty-incidents/commits,https://api.github.com/repos/square/pagerduty-incidents/languages,
23326475,pair,Organization,Configures your git author info with one or more people.,2014-08-25T19:48:21Z,2020-06-27T23:00:50Z,square,Other,True,5,0,53,53,https://api.github.com/repos/square/pair,https://api.github.com/repos/square/pair/commits,https://api.github.com/repos/square/pair/languages,
8379045,pam_krb5_ccache,Organization,,2013-02-23T17:42:00Z,2021-02-25T10:21:54Z,square,Other,True,6,0,12,12,https://api.github.com/repos/square/pam_krb5_ccache,https://api.github.com/repos/square/pam_krb5_ccache/commits,https://api.github.com/repos/square/pam_krb5_ccache/languages,
93097146,Paralayout,Organization,"Paralayout is a set of simple, useful, and straightforward utilities that enable pixel-perfect layout in iOS. Your designers will love you.",2017-06-01T20:33:53Z,2021-02-25T01:16:17Z,square,Apache License 2.0,False,34,11,738,738,https://api.github.com/repos/square/Paralayout,https://api.github.com/repos/square/Paralayout/commits,https://api.github.com/repos/square/Paralayout/languages,
262143251,password-rotation-lambda,Organization,Password rotation function for AWS Lambda and Secrets Manager,2020-05-07T19:43:33Z,2021-02-08T23:20:44Z,square,Apache License 2.0,False,2,0,4,4,https://api.github.com/repos/square/password-rotation-lambda,https://api.github.com/repos/square/password-rotation-lambda/commits,https://api.github.com/repos/square/password-rotation-lambda/languages,
18447843,pem-parser,Organization,Parses CA Certificate files that contain multiple PEMs.,2014-04-04T18:12:06Z,2020-04-24T08:11:26Z,square,,True,3,0,6,6,https://api.github.com/repos/square/pem-parser,https://api.github.com/repos/square/pem-parser/commits,https://api.github.com/repos/square/pem-parser/languages,
16124098,phrase,Organization,Phrase is an Android string resource templating library,2014-01-22T00:51:50Z,2021-01-31T16:08:37Z,square,Apache License 2.0,False,121,11,1380,1380,https://api.github.com/repos/square/phrase,https://api.github.com/repos/square/phrase/commits,https://api.github.com/repos/square/phrase/languages,
10057936,picasso,Organization,A powerful image downloading and caching library for Android,2013-05-14T15:07:47Z,2021-03-08T10:25:01Z,square,Apache License 2.0,False,4000,211,17884,17884,https://api.github.com/repos/square/picasso,https://api.github.com/repos/square/picasso/commits,https://api.github.com/repos/square/picasso/languages,
23292923,pilgrim,Organization,A documentation browser for protocol buffers,2014-08-24T21:09:24Z,2019-10-23T18:25:16Z,square,Other,True,5,0,23,23,https://api.github.com/repos/square/pilgrim,https://api.github.com/repos/square/pilgrim/commits,https://api.github.com/repos/square/pilgrim/languages,
59134938,PJFDataSource,Organization,"PJFDataSource is a small library that provides a simple, clean architecture for your app to manage its data sources while providing a consistent user interface for common content states (i.e. loading, loaded, empty, and error).",2016-05-18T16:56:27Z,2020-04-22T04:31:09Z,square,Apache License 2.0,True,3,0,89,89,https://api.github.com/repos/square/PJFDataSource,https://api.github.com/repos/square/PJFDataSource/commits,https://api.github.com/repos/square/PJFDataSource/languages,
355835,plastic,Organization,Credit card (â€œplasticâ€) library for Ruby,2009-10-30T23:49:06Z,2020-01-16T17:11:17Z,square,MIT License,False,9,2,25,25,https://api.github.com/repos/square/plastic,https://api.github.com/repos/square/plastic/commits,https://api.github.com/repos/square/plastic/languages,
58224198,point-of-sale-android-sdk,Organization,A simple library for letting Point of Sale take in-store payments for your app using Point of Sale API. https://docs.connect.squareup.com/articles/point-of-sale-api-android,2016-05-06T17:38:06Z,2021-02-18T00:00:10Z,square,Apache License 2.0,True,56,8,100,100,https://api.github.com/repos/square/point-of-sale-android-sdk,https://api.github.com/repos/square/point-of-sale-android-sdk/commits,https://api.github.com/repos/square/point-of-sale-android-sdk/languages,
5085837,pollexor,Organization,Java client for the Thumbor image service which allows you to build URIs in an expressive fashion using a fluent API.,2012-07-17T18:06:03Z,2021-03-04T08:07:53Z,square,Apache License 2.0,False,86,2,601,601,https://api.github.com/repos/square/pollexor,https://api.github.com/repos/square/pollexor/commits,https://api.github.com/repos/square/pollexor/languages,
5499847,PonyDebugger,Organization,Remote network and data debugging for your native iOS app using Chrome Developer Tools,2012-08-21T19:25:40Z,2021-03-04T08:28:35Z,square,Other,False,612,43,5829,5829,https://api.github.com/repos/square/PonyDebugger,https://api.github.com/repos/square/PonyDebugger/commits,https://api.github.com/repos/square/PonyDebugger/languages,
260339888,prettier-config,Organization,Square's shared Prettier configuration,2020-04-30T23:27:56Z,2020-05-05T23:27:28Z,square,Apache License 2.0,False,1,0,1,1,https://api.github.com/repos/square/prettier-config,https://api.github.com/repos/square/prettier-config/commits,https://api.github.com/repos/square/prettier-config/languages,
4220557,prodeng,Organization,,2012-05-04T01:30:21Z,2020-06-24T12:51:25Z,square,,True,22,9,65,65,https://api.github.com/repos/square/prodeng,https://api.github.com/repos/square/prodeng/commits,https://api.github.com/repos/square/prodeng/languages,
17674021,protob,Organization,Protocol buffers for Nodejs,2014-03-12T16:27:19Z,2019-09-08T11:48:15Z,square,Other,True,12,2,78,78,https://api.github.com/repos/square/protob,https://api.github.com/repos/square/protob/commits,https://api.github.com/repos/square/protob/languages,
7961421,protoparser,Organization,Java parser for .proto schema declarations.,2013-02-01T16:24:32Z,2020-06-24T22:31:00Z,square,Apache License 2.0,False,40,2,200,200,https://api.github.com/repos/square/protoparser,https://api.github.com/repos/square/protoparser/commits,https://api.github.com/repos/square/protoparser/languages,
191986940,pydocker,Organization,,2019-06-14T18:10:51Z,2020-11-24T15:48:25Z,square,Apache License 2.0,False,2,0,6,6,https://api.github.com/repos/square/pydocker,https://api.github.com/repos/square/pydocker/commits,https://api.github.com/repos/square/pydocker/languages,
104942273,pylink,Organization,Python Library for device debugging/programming via J-Link,2017-09-26T22:03:12Z,2021-03-06T17:56:16Z,square,Apache License 2.0,True,75,37,154,154,https://api.github.com/repos/square/pylink,https://api.github.com/repos/square/pylink/commits,https://api.github.com/repos/square/pylink/languages,
178483050,pysurvival,Organization,Open source package for Survival Analysis modeling,2019-03-29T22:27:46Z,2021-03-04T05:18:46Z,square,Apache License 2.0,False,47,29,169,169,https://api.github.com/repos/square/pysurvival,https://api.github.com/repos/square/pysurvival/commits,https://api.github.com/repos/square/pysurvival/languages,
17484646,qunit-bdd,Organization,BDD-style testing for QUnit.,2014-03-06T16:39:13Z,2020-09-05T23:14:05Z,square,Other,True,19,14,108,108,https://api.github.com/repos/square/qunit-bdd,https://api.github.com/repos/square/qunit-bdd/commits,https://api.github.com/repos/square/qunit-bdd/languages,
46589610,quotaservice,Organization,"The purpose of a quota service is to prevent cascading failures in micro-service environments. The service acts as a traffic cop, slowing down traffic where necessary to prevent overloading services. For this to work, remote procedure calls (RPCs) between services consult the quota service before making a call. The service isnâ€™t strictly for RPCs between services, and can even be used to apply quotas to database calls, for example.",2015-11-20T22:11:12Z,2021-01-09T12:44:29Z,square,Apache License 2.0,False,27,8,111,111,https://api.github.com/repos/square/quotaservice,https://api.github.com/repos/square/quotaservice/commits,https://api.github.com/repos/square/quotaservice/languages,
782321,rack-geo,Organization,Rack middleware for parsing Geo-Position HTTP headers.,2010-07-18T19:08:02Z,2020-01-16T17:10:21Z,square,MIT License,False,5,0,20,20,https://api.github.com/repos/square/rack-geo,https://api.github.com/repos/square/rack-geo/commits,https://api.github.com/repos/square/rack-geo/languages,
11290309,rack-servlet,Organization,Embed JRuby Rack applications in your Java container.,2013-07-09T18:25:12Z,2021-02-26T05:41:24Z,square,Apache License 2.0,True,14,10,49,49,https://api.github.com/repos/square/rack-servlet,https://api.github.com/repos/square/rack-servlet/commits,https://api.github.com/repos/square/rack-servlet/languages,
